id,fecha,comentario,supermercado
150,17/09/2020,Buenas tardes. ¿Sigue aplicando el pico y cédula?,PriceSmart
150,17/09/2020,Buenas . cómo funciona el pico y cédula en PriceSmart Cali ? Y puedo pagar en efectivo ? O solamente tarjeta ? Donde puedo comprar la membresía ? Que no sea en internet?,PriceSmart
150,17/09/2020,Jummm y no se les vaya a ocurrir comprar on line. Mi peor experiencia y no termina. El 9 de agosto hice un pedido. la factura llego con menos productos a los disponibles cuando compre con tarjeta de credito y desde este momento a hoy np me devuelven los aprox $50.000 de la diferenica. 72 horas para el ajuste no crean. Primera y ultima vez. Lo peor no les importa. nadie se ha interesado por el caso.,PriceSmart
150,17/09/2020,Buenos días..en que precio está renovar la membrecía?,PriceSmart
150,17/09/2020,De Click&go puedes informarme el link y entendería que en bogota ya se podría ingresar respetando las medidas de bioseguridad,PriceSmart
150,17/09/2020,Que desilusión! Nada de servicio al cliente! No caer en esto. tengo la membresía diamante y me dicen que tengo que esperar dos días para ser atendida,PriceSmart
150,17/09/2020,Conozco varios casos que muestran el PÉSIMO servicio de esta cadena de almacenes. Aquí en Colombia le meten los dedos en la boca. En USA les meten su buena demanda,PriceSmart
150,17/09/2020,Buenos días pedí Domiclio clic Go por la página pero solo permite tarjeta de crédito y no permite pagar con American Express ?,PriceSmart
150,17/09/2020,Buenas tardes. Mi esposo tiene la membresía pero no puede ir a la tienda. Puedo ir yo por él? Qué documentos debo presentar? Gracias,PriceSmart
150,17/09/2020,Buenas tardes una pregunta que precio tiene la membrecía gracias,PriceSmart
150,17/09/2020,Una pregunta. una parte q no entendí si yo voy con mi esposo y la tarjeta está a nombre mía y el es el q va ha pagar con la tarjeta de credito. quiere decir q no podemos comprar por q la tarjeta de crédito no está a nombre mía,PriceSmart
150,17/09/2020,Buenos dias.hasta cuando sera el control de sólo el ingreso de una persona,PriceSmart
150,17/09/2020,Buenas tardes he hecho un pedido por click and go y aun no me confirman que ya fue procesado. Se han demorado en contestar que sucede?,PriceSmart
150,17/09/2020,Buenas noches. de acuerdo con el comunicado el socio puede entrar con un acompañante.. En ese caso las dos personas deben cumplir con la condición de pico y cedula? Gracias,PriceSmart
151,25/09/2020,Si pero es muy costoso ese servicio,PriceSmart
151,25/09/2020,Horrible APP de rappi es mejor si pricesmart haria su propio App o domicilios. Por que Rappi tiene el peor servicio al cliente . son usuereros. y entregan mal los productos!!!!!!,PriceSmart
151,25/09/2020,Para mi excelente rappi Colombia ???? y me llegan a tiempo los felicito,PriceSmart
151,25/09/2020,Donde se puede ver el catálogo?,PriceSmart
151,25/09/2020,En la app de rappi hay muy pocos productos de los que uno usualmente encuentra en el almacén ,PriceSmart
151,25/09/2020,Hola buenas tardes . como registro mi membresia en Rappi para poder realizar la compra ?,PriceSmart
152,25/09/2020,Porfa póngan de nuevo este servicio por Rappi. Llamando a esas líneas muere uno esperando...,PriceSmart
152,25/09/2020,Espero qué pronto pronto inauguren el de Florida blanca Santander,PriceSmart
152,25/09/2020,Hola.q cuesta el pollo y cuantas presas son,PriceSmart
153,15/03/2020,Pero en Neiva no se ven y siempre vamos a olímpica,Olimpica
153,15/03/2020,Hola. me podrían confirmar si mañana hay evento de trasnochon o algo así? Leí una publicidad de algunas promociones en sus tiendas para mañana 16 de Marzo pero ahora no la encuentro.,Olimpica
153,15/03/2020,Gracias,Olimpica
153,15/03/2020,Me gusta,Olimpica
153,15/03/2020,Son los mejores,Olimpica
153,15/03/2020,oy fe del interés que ponen en el cuidado de sus colaboradores. al garantizar agua fría potable para todos. buena esa,Olimpica
153,15/03/2020,Cero limpieza. cero tapabocas para sus empleados . cero prevención para los clientes,Olimpica
153,15/03/2020,Deberías colocar más cajeros para que no se hagan filas y se convierta en puntos de contagio,Olimpica
153,15/03/2020,Holaaaa los horarios serán los mismos,Olimpica
153,15/03/2020,Los horarios de los puntos de venta varían dependiendo del decreto establecido para cada ciudad o municipio. pronto estaremos compartiéndolos a través de nuestras redes,Olimpica
154,16/03/2020,Por favor traten de llenar sus locales lo más pronto posible con insumos de aseo como antibacterial. jabón de manos y alcohol ya que no hay por ninguna parte,Olimpica
154,16/03/2020,Es increíble que un señor se lleve una cantidad injustificada de jabones. café y otros productos y NADIE le diga nada. Ahí está su compromiso social pintado. se nota que les importa un huevo mientras vendan,Olimpica
154,16/03/2020,Hola buenas noches es verdad que hoy los almacenes estarán abiertos hasta las 11 p.m. gracias,Olimpica
154,16/03/2020,Deberían mínimo en todos los supermercados limitar que sean minimo dos productos de la canasta familiar x carrito de compras ! Pero no es justo ver gente como con 6 bolsas de arroz etc y los demás que no tienen recursos que ! No tienen derecho a comer ?,Olimpica
154,16/03/2020,No permitan que las personas compren muchas unidades de cada artículo por favor,Olimpica
154,16/03/2020,Hagan pico y placa para no generar tanto desorden,Olimpica
154,16/03/2020,Deberían lavar los carritos. siempre están sucios. ayer fui a hacer mercado y como siempre da asco coger esos carritos, y los empleados no tienen ninguna protección.,Olimpica
154,16/03/2020,La app no está funcionando. sale un error y no deja agregar productos. Por favor trabajen en ello para no tener que salir de casa hacer el mercado.,Olimpica
154,16/03/2020,stuve en Sao santa Marta hoy y había un joven limpiando los carros de compra,Olimpica
154,16/03/2020,Buenas tardes quiero q me inform3n si es verdad o mentira sobre un letrero que dice que van atender hasta 4 30 pm todas las olímpicas gracias,Olimpica
154,16/03/2020,No he podido hacer mercado. filas para entrar a las tiendas y ni por la aplicación se puede,Olimpica
154,16/03/2020,Señores olímpica estamos en un momento muy serio .. donde deben tomar todas las medidas ayer estuve en la olímpica de la 93 y tienen montañas de promociones que impiden pasar los carros a las cajas y cuando al fin llegas a las cajas llenos de papel higiénico pido quitarlas para pasar los artículo y dicen que se los prohíben por que es el articulo que están promocionando.. sin decirles mentora más de 40 minutos demore en fila y con personas a mi alrededor tosiendo .. es momento de facilitar las cosas para no demorar y poder comprar los artículos de primera necesidad...gracias,Olimpica
154,16/03/2020,En todas las super tiendas están siempre los carritos sucios,Olimpica
154,16/03/2020,Cual es el horario de atención de mañana de la Olimpica del concord en Malambo-atlantico,Olimpica
154,16/03/2020,Hola me he cansado de llamar para una inf pagar la targeta en las cajas que horarios para un adulto mayor gracias,Olimpica
154,16/03/2020,Qué horario tienen los adultos mayores? Para entrar al supermercado?,Olimpica
154,16/03/2020,Lo que tienen que hacer es limitar la cantidad de productos de primera necesidad que una persona puede llevar. el acaparamiento es un delito tipificado y ustedes lo están permitiendo,Olimpica
154,16/03/2020,Solo limiten las compras definitivamente hay dos tipos de personas las que comprar simplemente lo necesario.. y los que viven pánico y quieren comprar toda la tienda sin pensar en los demás.. LIMITEN EL NUM DE ARTICULO QUE UNO PUEDA LLEVAR.. solo para evitar entrar en discordia.,Olimpica
154,16/03/2020,Me parece excelente que estén haciendo esto por el bienestar de todos......Pero también tengan en cuenta que x lo que estamos pasando no abusen en los precios elevandolos. si estamos en un momento con un poco de crisis pero no exageren queriendonos vender productos con un alza de $1000 a $1500 x cada cosa que les compramos......Mil gracias y no abusen.,Olimpica
154,16/03/2020,No se debería permitir llevar más de 2 productos por personas. ya se ve la escasez de algunos productos por el egoismo de muchos y eso de ir en manada a comprar cosas. solo deben permitir 1 o maximo 2 personas. ayer fui en la noche a SAO y era la cantidad de familia comprando. las personas deben tomar en serio las medidas impuestas.,Olimpica
154,16/03/2020,Gracias.,Olimpica
154,16/03/2020,La gente no toma conciencia de esto por más que les digan. por lo menos está mañana fuy a droguerías y hasta el centro buscando gel antibacterial. alcohol y tapabocas porque mi bebé tiene una gripa y para salir por alguna urgencia me toca ponérselo y tristemente no hallé nada de lo que mencioné. hasta citas programadas tenía y tampoco fue posible porque el hospital de la nevada no está laborando tampoco.,Olimpica
154,16/03/2020,Y los domicilios? No hay cobertura en algunas zonas de Cartagena,Olimpica
154,16/03/2020,Y justo y bueno?,Olimpica
154,16/03/2020,Super. Siempre pensando en nuestro bienestar. por eso siempre es mi supermercado favorito,Olimpica
154,16/03/2020,Limiten el número de productos por persona. las necesidades de abastecimiento son para todos no sólo para quienes compran desmesurada y egoístamente sin pensar en los demás que tienen otras condiciones económicas,Olimpica
154,16/03/2020,Deberían tener domicilio en la canasta familiar . para haci evitar aglomeraciones,Olimpica
154,16/03/2020,Coloquen un tope de alimentos y productos por personas. porq alcohol. antibacterial y cosas asi. ya no hay en muchos de sus locales,Olimpica
154,16/03/2020,Deben limitar la cantidad de compra por cliente. para así poder garantizar que todos podamos acceder a los productos más necesarios en este momento.,Olimpica
154,16/03/2020, que estan haciendo para prevenir y mitigar el riesgo de que sus trabajadores no se contagien del virus? No veo a nadie con los elementos de protección ... Cuál es la seguridad que brinda al empleado y sus clientes...,Olimpica
154,16/03/2020,Tomen medidas con sus empleados. no tienen ningún tipo de protección.,Olimpica
154,16/03/2020,La medida debe ser limitar la cantidad comprada por personas. eso garantiza que todos podamos comprar y tener reserva en casa.,Olimpica
154,16/03/2020,Pero no abusen con los precios y protejan también a sus colaboradores. Que mediadas están tomando al respecto?,Olimpica
154,16/03/2020,Supertiendas no se aprovechen de la situación no el alza de precio a los productos eso también es colaborar con la humanidada,Olimpica
154,16/03/2020,La medida con relación al número de artículos que deben llevar los clientes debe aplicar a todos por igual. Generalmente el que tiene aprovecha y lleva cantidades ilimitadas y no dicen nada.,Olimpica
154,16/03/2020,Gracias gracias gracias,Olimpica
154,16/03/2020,Estuve hoy en STO LA PAZ en Barranquilla y la escena es sobre población de clientes y ni un antibacterial y el personal desprotegido!!!,Olimpica
154,16/03/2020,Pueden colaborar haciendo el envío gratis por medio de la App,Olimpica
154,16/03/2020,La solución está en limitar la cantidad de productos por persona,Olimpica
154,16/03/2020,Me parece q hay q controlar a los acaparadores en la cosas me parece q con un máximo de productos por personas para los q viven el día a día puedan tener alimentos y productos de aseo no todos pueden hacer mercado,Olimpica
154,16/03/2020,Y no sean tan ursureros y le suban alas cosas tanto acá en Popayán ya empezaron a subir desmesuradamente . tenga compasión con sus clientes muchos no . ganamos millones al mes !! Controlen precios y ventas,Olimpica
154,16/03/2020,Desde hace rato queria ver este tipo de publicaciones. hay personas que se alarman tanto con esto que llevan mas alimentos mas de la cuenta y los demas nos quedamos sin llevar nada y ahi nos damos cuenta del egoismo de muchas personas que piensan asi. Todos tenemos derecho a comprar sin exagerar. Gracias,Olimpica
154,16/03/2020,Excelente,Olimpica
154,16/03/2020,No hay alcohol no lentejas no antibacterial en sao,Olimpica
154,16/03/2020,Y los precios subiendo,Olimpica
155,17/03/2020,La app no funciona! Hay productos que ya no estan en stock. Favor gestionar el arreglo de este servicio para no congestionar los almacenes.,Olimpica
155,17/03/2020,El app NO sireve,Olimpica
155,17/03/2020,App no funciona. Gracias,Olimpica
155,17/03/2020,sugiero hacer las filas a un metro de distancia entre personas .pueden colocar cinta en el piso que demarque el metro de distancia,Olimpica
155,17/03/2020,Ayer vi como una señora se llevó un carro de cada producto creo que no todos los almacenes tienen estas medidas.,Olimpica
155,17/03/2020,Arreglen la App que no sirve,Olimpica
155,17/03/2020,La App no funciona por favor arreglenla,Olimpica
155,17/03/2020,Esa App está caída he intentado hacer el mercado y no sirve,Olimpica
155,17/03/2020,A que horas abrirán las tiendas??,Olimpica
155,17/03/2020,La app no funciona,Olimpica
155,17/03/2020,Mi esposo estuvo hoy en una tienda Olímpica y se salió porque habían muchas personas y no se cumplió nada de lo que ahí dicen. Se necesita mayor control. Gracias.,Olimpica
155,17/03/2020, entonces alguien de olímpica que conteste. Horario y como se hace si el app no sirve????,Olimpica
155,17/03/2020,deben controlar la cantidad de gente que debe ingresar a la tienda. máximo 50 personas. hoy no hay control las filas en todas las cajas superan las 20 personas unidad sin tener el control de no haber aglomeración. sus empleados también deben ser prioridad y no doblar sus turnos de trabajo solo por aprovechar.eñ.tiempo en que los usuarios les compramos. recuerden que estamos en emergencia sanitaria vigilen este tipo de comercios porque todos los usuarios están haciendo grandes filas todos sin mas de 20cm de distancia. al tomar granos que son a granel hay empujones entre los usuarios por la gran cantidad. los empleados no dan a basto porque nadie válida que estás cosas no se hagan y arroz y granos en el piso por el desorden.. sabemos que falta cultura ciudadana pero como almacén deben tener reglas.. no hay mecanismos de desinfección ni en cajas ni en ningún lado donde hay contacto permanente con los objetos.,Olimpica
155,17/03/2020,No pude ingresar a APP Olimpica,Olimpica
155,17/03/2020,Buenos días. Que horario van a a trabajar las Tiendas Olimpica.,Olimpica
155,17/03/2020,Es cierto que van a cerrar los supermercados ?,Olimpica
155,17/03/2020,Ni la app ni la pagina de internet funciona para comprar mercado,Olimpica
155,17/03/2020,Gracias supermercado Olímpica porque ustedes si piensan en el bienestar de los ibaguereños y de los que acudimos allá que Dios los los bendiga,Olimpica
155,17/03/2020,Hoy estuve es la tienda de olímpica de los robles en soledad Atlántico y ninguna de estas normas se cumplieron. habían ninos con sus padres y también personas de la tercera edad. en las filas no se guardaba distancia. no había personal suficiente. entre a las 6:30am y salí a las 9:30 y solo fui por arroz granos aceite azucar.... Y lo peor habían más de 200 personas en la tienda....,Olimpica
155,17/03/2020,El servicio de olímpica 36 Barranquilla . muy malo solo .2 o 3 cajas . siempre .las cajeras prestan un muy sal servicio. . mala atención .,Olimpica
155,17/03/2020,Yo estuvee en olimpica de la 21 con 64 el sabado y ninguna recomendación de estas era aplicada por su personal pese a la multitud que estabamos allí. hubo cajeros tosiendo y estornudando y así agarraban plata y nuestras compras. Entonces a que jugamos?,Olimpica
155,17/03/2020,La olímpica no está imponiendo si lo haces o no. es sólo una recomendación. Allá los que tienen cultura y quieren prevenir ante está situación que vive el mundo. Como dice el título: tú haces la diferencia. Gracias @supertiendasolimpica_oficial por sus recomendaciones.,Olimpica
155,17/03/2020,Hasta que hora estarán abiertos?,Olimpica
155,17/03/2020,Hasta q hora estarán abiertos,Olimpica
155,17/03/2020,Siguen los mismos horarios,Olimpica
155,17/03/2020,No funciona la app,Olimpica
155,17/03/2020,Llevo días tratando de hacer pedidos por la app y no es posible,Olimpica
155,17/03/2020,gual nadie co testa,Olimpica
155,17/03/2020,No funciona la app,Olimpica
156,18/03/2020,La verdad que las medidas que toman son peores,Olimpica
156,18/03/2020,Por favor la app que funcione . evitamos que vaya tanta gente a los súper mercados. esto es importante para prevenir el coronavirus.,Olimpica
156,18/03/2020,Por favor .soy clienta de las tienda de olimpica . agradeceria qué también al personal que ustedes tienen trabajando . cuidarlos .que usen tapabocas y gel antibacterial .en las cajas. a los promotores vendedores . asesores .así ustedes tambien pueden ayudar evitar el virus del Coronavirus .para su propio bienestar sus trabajadores y lo qué hacen parte de ésta hermosa cadena de súper tiendas gracias bdia.,Olimpica
156,18/03/2020,Hola! Las tiendas están manejando algún horario especial?,Olimpica
156,18/03/2020,Excelente iniciativa,Olimpica
156,18/03/2020,Por favor colocar antibacterial. cuando se paga con cualquier medio hay contacto físico indirecto en tarjetas que se manipulan o dinero que se recibe y devuelve con manos descubiertas y si no hay un mecanismo para desinfectar ¿quién nos garantiza que no propongamos el virus? Otra cosa limiten la cantidad de insumos que se compra para evitar desabastecimiento ayer en olimpica de guacari una señora llevaba 5 tarros de limpido un paquete de pechuga abierta que decía 60.000 si compra en menor cantidad ayuda a otros a acceder a los recursos.,Olimpica
156,18/03/2020,Que horario especial van a asignar para los adultos mayores? Especialmente en Barranquilla. y a través de que medio van a indicar los horarios de atención.,Olimpica
156,18/03/2020,Hola es cierto que este fin de semana no van abrir las tiendas?,Olimpica
156,18/03/2020,En Cartagena hay toque de queda..no se puede salir ..ustedes tienen algún permiso para hacer domicilios durante el fin de semana del toque de queda?,Olimpica
156,18/03/2020,En Ibagué las cajeras sin guantes ni tapabocas.,Olimpica
156,18/03/2020,En los Supermercados de Olimpica en Cali hay más riesgo de contaminación debido a la falta de aseo y elementos de limpieza en los baños públicos. me imagino como serán los de los empleados. ,Olimpica
156,18/03/2020,por favor no reduzcan la jornada de apertura de los almacenes...,Olimpica
156,18/03/2020,Esto debería promoverlo principalmente en sus empleados quien es no usan tapabocas ni tienen ningún tipo de prevención. Ayer en olímpica los Robles de soledad no habían ni carrito de compra de la cantidad de gente que había dentro del almacén. No puedo creer que supermercados con menos afluencia de personas como Ara. D1 hayan establecido estrategias cómo sólo permitir el ingreso de 10 personas al local. respetar la distancia de un metro por persona. Mientras que ustedes que son un almacen con alta demanda no hagan cosas tan sencillas como esas para evitar el contagio de sus propios trabajadores. Que tristeza.,Olimpica
156,18/03/2020,Sso Villacarolina hay cajeros sin guantes y mascarilla porq no hay suficientes unos si otros no,Olimpica
156,18/03/2020,Todo los super tienen domicilio y la de los robles no y la sección de verdura bajo de calidad ya que retiraron trabajadores y uno solo no da basto vamos como el forro patras,Olimpica
156,18/03/2020,Bogotá ... cajeras sin guantes sin tapabocas...horror. Es en toda Colombia!,Olimpica
156,18/03/2020,Poreso me gusta súper tienda siempre pensando en el cliente,Olimpica
157,18/03/2020,Y valledupar,Olimpica
157,18/03/2020,Y el personal que atiende cuando comienzan a proteger su salud por lo menos con un tapabocas. o ellos son cuerpos gloriosos. que el cuidado comiense por casa,Olimpica
157,18/03/2020,Esperamos que los domicilio sean gratis. porque están teniendo buenas ventas,Olimpica
157,18/03/2020,Gracias. todos tenemos que colaborar.,Olimpica
157,18/03/2020,El domicilio trae datáfono???,Olimpica
157,18/03/2020,Ustedes SON LO PEOR. nadie tiene tapabocas. ni guantes. no surten los alimentos perecederos TENGO FOTOS DE SUS ESTANTES VACÍOS. obligan a la gente hacer fila para un Wersten Unión que NO tiene nada que ver con adquirir los servicios o productos. pero resulta que el WERSTEN ESTABA CERRADO. y como si fuera poco una sola persona NO puede hacer las compras porque resulta que si hace un mercado normal masomenos de un mes que es lo que hace uno cuando le pagan. la gente no puede bajar los malditos carros para acercarlos al taxi le toca alzar todo y es obvio que una sola persona NO puede,Olimpica
157,18/03/2020,Deberían limpiar más los carros ayer fui y estaban mugrosos ,Olimpica
157,18/03/2020,Nada hacen con cambiar horarios olímpica tajamares 45 min para que te atiendan en la sección de carnes y no por que este lleno que es lo peor. un solo cajero abierto para pagar. Que horror. Donde queda el servicio donde queda eso de que nos siguen atendiendo igual. Siempre es bueno aprovechar las épocas de crisis,Olimpica
157,18/03/2020,Buenos días. y el antibacterial en los pasillos para cuando.? Ayer estuve en la olímpica de la 82 y no había alcohol o antibacterial al publico que estábamos recorriendo y comprando. tocando cosas etc.,Olimpica
157,18/03/2020,Sus trabajadores son a los primeros a los que deben de proteger. Están tomando ellos acciones por su cuenta. No se está cumpliendo lo estipulado del aforo en lugares cerrados.,Olimpica
157,18/03/2020,Una sugerencia. delen al vigilante de la entrada de cada sucursal un atomizador con alcohol y q a cada persona q ingrese le rocien las manos. me parece q al tratar de q solo entren un cierto numero de personas estan generando otro problema grave y es q las personas en la fila estan amontonadas y si alguno de ellos tiene el virus el contagio se da en la fila entonces la medida no sirvio para nada,Olimpica
157,18/03/2020,Esta. Sucios hace rato eso es para lavarlos todas las noches. de ahora en adelante,Olimpica
157,18/03/2020,Buenos días .deberían dotar de tapabocas a los funcionarios de las tiendas montería e incluir en a la App de los domicilios. Gracias,Olimpica
157,18/03/2020,Gracias por ayudarnos ,Olimpica
157,18/03/2020,Que mentira hoy en Cúcuta olímpica guaimaral no ví nada de esto habían ma de 50 personas en el almacén y nadie vigilaba q no se amontonaran en la cola. me arrepentí de entrar.,Olimpica
157,18/03/2020,Estuve en Sao de Springfield y los sr de las carnes sin tapabocas y los turnos larguisimos y no ví ni una sola persona limpiando el piso o las superficies supuestamente eso se hace seguido y los carros en verdad los ví sucios no los lavan. y para colmo en la drogueria no encontramos tapabocas tremendo!,Olimpica
157,18/03/2020,Cali tampoco tienen buen surtido otra cosa dejando en la calle alas personas haciendo fila como si allí no se infectan,Olimpica
157,18/03/2020,Tiene lo estantes vacíos y precios altos,Olimpica
157,18/03/2020,Olímpica de Cali barrio Guayaquil está totalmente sin surtido,Olimpica
157,18/03/2020,Que bueno que tomen sus medidas. así nos cuidan a nosotros y a sus empleados ,Olimpica
157,18/03/2020,Casi 46 años comprando en la Olímpica. cuando comenzó en la 30.Me asombran sobrecostos de productos como el ajo.$19.200 kilo. limón 6.000 y más,Olimpica
157,18/03/2020,A éste paso tocará. aceite espaguetty y arroz preocupante.,Olimpica
157,18/03/2020,Quiero decirles que tocará irnos para Carulla.Hoy conseguí mejores precios.,Olimpica
157,18/03/2020,Empiecen a proteger a sus colaboradores. no tienen tapabocas. ni guantes.,Olimpica
158,19/03/2020,Excelentes medidas ,Olimpica
158,19/03/2020,Felicitaciones son los únicos que hacen eso,Olimpica
158,19/03/2020,Importante estás medidas. excelente!!!,Olimpica
158,19/03/2020,Siempre debe ser así. no ahora por lo que está pasando. Por qué hay día que en las olímpica hay unos olores horrible . Así sigan así para siempre ,Olimpica
158,19/03/2020,al fiiiiiin lo entendieron por que el din de semana reciente aún no se veían las medidas. Me preocupan los tumultos o filas a la entrada de cada olimpica. esos son focos de contagio por la cantidad de gente esperando,Olimpica
158,19/03/2020,Ayer en montería las cajeras no tenían guantes ni tapabocas,Olimpica
158,19/03/2020,Muy bien!!! Todos debemos cuidarnos,Olimpica
158,19/03/2020,Muchas gracias por el esfuerzo ,Olimpica
158,19/03/2020,Gracias por todas las medidas que están tomando. y felicitaciones a sus equipos por seguir trabajando ante estas circunstancias ,Olimpica
158,19/03/2020,Muy bueno !! Y pedí por la App y me llegó perfecto el pedido. Entiendo que hay muchos y se puede demorar. Normal que pase en muchos temas estos días.,Olimpica
158,19/03/2020,Que horarios se esta manejando normalmente. la tiendas olímpica??,Olimpica
158,19/03/2020,Solo así lo pueden hacer porq bien sucios si están eso daba ere Ascó,Olimpica
158,19/03/2020,Seria buena idea dar en la entrada guantes de plástico y ademas enmarcar el el piso la distancia que se debe mantener una persona de la otra.,Olimpica
158,19/03/2020,En la olimpica de Manuela Beltrán en Soledad Atlántico habian mas de 50 personas y no habia medida de un metro entre una y otra en las cajas. Aprendan de almacenes exito,Olimpica
158,19/03/2020,Donde están aplicando esas medidas? En la Olímpica que yo compro no e visto nada de eso que muestran aquí.,Olimpica
158,19/03/2020,Súper el trato en las tiendas! Están mega pendientes de q no haya tanta gente y se ven los empleados limpiando y manteniendo todo aseado. Gracias por estas medidas ,Olimpica
158,19/03/2020,Por fin lavaron los carritos,Olimpica
158,19/03/2020,Ayer en Olímpica Cota el servicio fue hasta las 7 pm . dejaron mucha gente por fuera . adicional solo podía entrar una sola persona a mercar . por consiguiente era más demorado recorrer los pasillos .,Olimpica
158,19/03/2020, En las olímpicas de Barranquilla quitaron los lavamanos que estaban dentro de las tiendas . y no hay ni para los empleados . En estos momentos son muy necesarios tanto para el cliente que compra como para los mismos trabajadores. Adicionalmente el personal de caja está usando guantes que no se cambian y se ven realmente sucios. Por favor tomar medidas . Gracias,Olimpica
158,19/03/2020,Hola srs super almacenes sao y olímpica hoy estuve preguntando por alcohol para una necesidad vital y ninguna tienda lo tiene ya que personas sin sentido común se lo llevan pensando que si ellos están desinfectados no podrán contagiarse de nada... abastezcan de alcohol en todas las tiendas y droguerías ya que los demás establecimientos se aprovechan e icrementan su precio... Ojala sea. atendida la petición gracias,Olimpica
158,19/03/2020,Deberian de lavar tambien esos carros que estan afuera de sao macarena coordialidad fui hacer compras y dan es asco de lo sucios que estan porfavor mas higiene alli se depositan nuestros alimentos.,Olimpica
159,19/03/2020,es para todas las olímpicas.. Gracias,Olimpica
159,19/03/2020, felicitarlos de corazón  En Bogotá completamente organizado el ingreso a los almacenes. generan tranquilidad. Orden y Organización. No se vive ese caos que se siente a ingresar a cualquier otro supermercado. MUCHAS GRACIAS ,Olimpica
159,19/03/2020,en Olímpica Tanganazo aplica este horario especial?,Olimpica
159,19/03/2020,Buenas tardes. estoy viendo mucha aglomeración fuera de las supertiendas olimpica. y creo q esto no es lo que quiere el gobierno. los que hagan la fila fuera deben mantener una distancia prudente. por que si no la medida de dejar entrar cierta cantidad depersona no esta sirviendo para nada.,Olimpica
159,19/03/2020,domicilios bogotá???,Olimpica
159,19/03/2020,Que horario van a manejar en barranquilla este fin de semana?,Olimpica
159,19/03/2020,Buenas tardes. El wester unión ubicado en la olimpica del centro de santa Marta prestará sus servicios?,Olimpica
159,19/03/2020,Hola buenos días. olímpica de villa Carolina los Domingos abren a las 7:00am? Para público general?,Olimpica
159,19/03/2020,Buen día. estos horarios siguen vigentes ?? en Olimpica Prado Verde no nos están dejando ingresar. ayer preguntamos y confirmaron que si se podía. pero hoy no hay nadie en la tienda que nos colabore.,Olimpica
159,19/03/2020,Buenas tardes. por favor me confirman si un adulto mayor a 60 años puede ir a la Olimpica ubicada en la calle 72 con CRA 60 esquina. en el horario de 7 am a 8 am. Gracias,Olimpica
159,19/03/2020,Hola buenos días. esto aún está vigente. y es aparte de pico y cédula?,Olimpica
159,19/03/2020,tengo una duda si el adulto mayor o discapacitado por ejemplo la cedula termina en 1. puede ir el lunes entre 7 a 8 de la mañana pero sino puede ese dia tocaria despues el miercoles pero solo estipula que atienden los que terminan en 1 de 2 a 5pm. no se puede ir por la mañana ese miercoles de 7 a 8am?,Olimpica
159,19/03/2020,Buenos días. en Popayán está vigente ese horario para las personas mayores de 70 años cualquier día o se realiza con Pico y Cédula.,Olimpica
159,19/03/2020,Buen Día . me pueden confirmar el horario de Villa Magdala en Bogota para adulto mayor.Gracias,Olimpica
159,19/03/2020,Buenas tardes las personas mayores de 60 años ingresan solo de 7 a 8 a.m para hacer compras y para pagar la tarjeta ?,Olimpica
159,19/03/2020,También quisiera saber acerca del extra cupo q están dando,Olimpica
159,19/03/2020,ese horario todavía en valido en las tiendas en valledupar,Olimpica
159,19/03/2020,Que horario maneja en la tienda Sao principal Valledupar?,Olimpica
159,19/03/2020,Estos horarios para embarazadas siguen vigentes?,Olimpica
159,19/03/2020,Buen dia. hoy viernes santo tienen servicio?,Olimpica
159,19/03/2020,Se deberia aclarar que el.horarioa cambia en.cada tienda.,Olimpica
159,19/03/2020,Buenas horario de sao 93 por favor,Olimpica
159,19/03/2020,Que bien,Olimpica
159,19/03/2020,Pues todos los supermercados han tomado medidas en las entradas con lavado y de sinfeccion y ustedes una cadena más grande para cuando? Grave,Olimpica
159,19/03/2020,Buenas tardes. los días sábados. domingos y festivo? Estará abierto? No se supone que es toque de queda 24h¿?,Olimpica
159,19/03/2020,Me parece muy bueno esto!!!,Olimpica
159,19/03/2020,Me parece muy bien ,Olimpica
159,19/03/2020,Todo esto me parece una locura! Solo dejan entrar a 10 personas pero afuera la fila es larga y el tumulto de gente es grande! No se cual es la medida,Olimpica
159,19/03/2020,Laboran el día sábado y domingo que horario? Gracias...,Olimpica
159,19/03/2020,Sao santa Marta cual es el horario? Me dijeron que hasta las 6 p.m. y no fui,Olimpica
159,19/03/2020,Que sea en horario más tardecita nos por en a los mayores a madrugar una hora no más no es justo,Olimpica
159,19/03/2020,qué horario funciona en olímpica miramar,Olimpica
159,19/03/2020,Bien pensado gracias,Olimpica
159,19/03/2020,Están fomentando la salida de sus casas. cuando se ha determinado que son el grupo poblacional de mayor riesgo al estar expuestos con otros (sea en el desplazamiento. durante contacto genuino con infectados asintomáticos. etc). Deberían más bien fomentar una línea telefónica en la cual puedan llamar a realizar sus compras y no tengan que pagar por el domicilio. Eso eso si es apoyar la no propagación del Covid y la no exposición de personas en las calles. A reanalizar la medida planteada.,Olimpica
159,19/03/2020,Pero se supone q hay toque de queda este fin de semana 24 horas como van a estar abiertos?,Olimpica
159,19/03/2020,Su aplicación debería servir para hacer todo tipo de compras no solamente los electrodomésticos así no tendríamos q estar saliendo a comprar nada. La falta de tecnología hace que esta crisis sea más difícil.,Olimpica
159,19/03/2020,Anotado,Olimpica
159,19/03/2020,en Cartagena habrá toque de queda 24 horas. Van a abrir sus puertas para todo público estos días cómo lo vienen haciendo o cierran por el toque de queda definitivamente?,Olimpica
